ID,TIMESTAMP,OBJID,UTM_X,UTM_Y,UTM_ANGLE,V,ACC,ACC_LAT,ACC_TAN,CLASS,WIDTH,LENGTH,TRAILER_ID
1,0,49781,618167.2,5806290.67,3.35148530717959,6.66,0.3702,0.3701,-0.0065,Car,1.8357,4.2926,
2,0.033367,49781,618166.99,5806290.62,3.35168530717959,6.66,0.4197,0.4196,-0.0051,Car,1.8357,4.2926,
3,0.066733,49781,618166.77,5806290.58,3.35188530717959,6.66,0.4697,0.4697,-0.0034,Car,1.8357,4.2926,
4,0.1001,49781,618166.55,5806290.53,3.35198530717959,6.66,0.5199,0.5199,0.0012,Car,1.8357,4.2926,
5,0.133467,49781,618166.33,5806290.48,3.35198530717959,6.66,0.5697,0.5697,0.0082,Car,1.8357,4.2926,
6,0.166833,49781,618166.12,5806290.44,3.35178530717959,6.66,0.6197,0.6195,0.0153,Car,1.8357,4.2926,
7,0.2002,49781,618165.9,5806290.39,3.35148530717959,6.66,0.6697,0.6693,0.0231,Car,1.8357,4.2926,
8,0.233567,49781,618165.68,5806290.35,3.35108530717959,6.66,0.7195,0.7188,0.031,Car,1.8357,4.2926,
9,0.266933,49781,618165.46,5806290.3,3.35048530717959,6.67,0.7693,0.7683,0.0385,Car,1.8357,4.2926,
10,0.3003,49781,618165.25,5806290.26,3.34968530717959,6.67,0.8188,0.8175,0.0466,Car,1.8357,4.2926,
11,0.333667,49781,618165.03,5806290.21,3.34868530717959,6.67,0.8924,0.8875,0.0929,Car,1.8357,4.2926,
12,0.367033,49781,618164.81,5806290.17,3.34748530717959,6.67,0.9412,0.9364,0.0947,Car,1.8357,4.2926,
13,0.4004,49781,618164.59,5806290.13,3.34608530717959,6.68,0.991,0.9855,0.1041,Car,1.8357,4.2926,
14,0.433767,49781,618164.37,5806290.08,3.34448530717959,6.68,1.0416,1.0346,0.12,Car,1.8357,4.2926,
15,0.467133,49781,618164.16,5806290.04,3.34258530717959,6.68,1.0925,1.0832,0.1423,Car,1.8357,4.2926,
16,0.5005,49781,618163.94,5806290.0,3.34058530717959,6.68,0.7553,0.7511,0.0793,Car,1.8357,4.2926,
17,0.533867,49781,618163.72,5806289.96,3.33828530717959,6.68,0.8043,0.7993,0.089,Car,1.8357,4.2926,
18,0.567233,49781,618163.5,5806289.92,3.33578530717959,6.68,0.8528,0.8471,0.0983,Car,1.8357,4.2926,
19,0.6006,49781,618163.28,5806289.88,3.33298530717959,6.69,0.9009,0.8943,0.1086,Car,1.8357,4.2926,
20,0.633967,49781,618163.06,5806289.84,3.33008530717959,6.69,0.948,0.9404,0.1197,Car,1.8357,4.2926,
21,0.667333,49781,618162.84,5806289.81,3.32688530717959,6.69,0.995,0.9858,0.1347,Car,1.8357,4.2926,
22,0.7007,49781,618162.62,5806289.77,3.32338530717959,6.7,1.0415,1.0306,0.15,Car,1.8357,4.2926,
23,0.734067,49781,618162.4,5806289.74,3.31968530717959,6.7,1.0865,1.0747,0.16,Car,1.8357,4.2926,
24,0.767433,49781,618162.18,5806289.71,3.31578530717959,6.71,1.13,1.1179,0.1647,Car,1.8357,4.2926,
25,0.8008,49781,618161.96,5806289.67,3.31158530717959,6.71,1.1722,1.1606,0.1641,Car,1.8357,4.2926,
26,0.834167,49781,618161.74,5806289.64,3.30718530717959,6.72,1.2139,1.2025,0.1658,Car,1.8357,4.2926,
27,0.867533,49781,618161.52,5806289.61,3.30238530717959,6.73,1.2554,1.2437,0.1713,Car,1.8357,4.2926,
28,0.9009,49781,618161.3,5806289.59,3.29728530717959,6.73,1.2956,1.2841,0.1723,Car,1.8357,4.2926,
29,0.934267,49781,618161.07,5806289.56,3.29198530717959,6.74,1.3346,1.3239,0.1681,Car,1.8357,4.2926,
30,0.967633,49781,618160.85,5806289.54,3.28648530717959,6.74,1.3721,1.3629,0.1586,Car,1.8357,4.2926,
31,1.001,49781,618160.63,5806289.51,3.28078530717959,6.75,1.4094,1.4013,0.1512,Car,1.8357,4.2926,
32,1.034367,49781,618160.4,5806289.49,3.27488530717959,6.75,1.4463,1.4387,0.1477,Car,1.8357,4.2926,
33,1.067733,49781,618160.18,5806289.47,3.26868530717959,6.76,1.4825,1.4759,0.1399,Car,1.8357,4.2926,
34,1.1011,49781,618159.95,5806289.45,3.26238530717959,6.76,1.5173,1.512,0.1266,Car,1.8357,4.2926,
35,1.134467,49781,618159.73,5806289.44,3.25578530717959,6.77,1.5513,1.5475,0.1079,Car,1.8357,4.2926,
36,1.167833,49781,618159.5,5806289.42,3.24908530717959,6.77,1.5851,1.5824,0.0918,Car,1.8357,4.2926,
37,1.2012,49781,618159.27,5806289.41,3.24228530717959,6.77,1.6181,1.6162,0.0792,Car,1.8357,4.2926,
38,1.234567,49781,618159.05,5806289.4,3.23518530717959,6.77,1.6505,1.6493,0.0624,Car,1.8357,4.2926,
39,1.267933,49781,618158.82,5806289.39,3.22798530717959,6.78,1.6819,1.6814,0.0402,Car,1.8357,4.2926,
40,1.3013,49781,618158.59,5806289.38,3.22068530717959,6.78,1.713,1.7129,0.0127,Car,1.8357,4.2926,
41,1.334667,49781,618158.36,5806289.38,3.21318530717959,6.78,1.7412,1.7405,-0.0459,Car,1.8357,4.2926,
42,1.368033,49781,618158.14,5806289.37,3.20548530717959,6.77,1.7621,1.7595,-0.0967,Car,1.8357,4.2926,
43,1.4014,49781,618157.91,5806289.37,3.19778530717959,6.77,1.7921,1.7883,-0.1161,Car,1.8357,4.2926,
44,1.434767,49781,618157.68,5806289.37,3.18988530717959,6.77,1.821,1.8163,-0.1316,Car,1.8357,4.2926,
45,1.468133,49781,618157.45,5806289.37,3.18178530717959,6.76,1.8489,1.8434,-0.143,Car,1.8357,4.2926,
46,1.5015,49781,618157.22,5806289.38,3.17358530717959,6.76,1.8763,1.8693,-0.1618,Car,1.8357,4.2926,
47,1.534867,49781,618157.0,5806289.38,3.16528530717959,6.75,1.901,1.8919,-0.1855,Car,1.8357,4.2926,
48,1.568233,49781,618156.77,5806289.39,3.15688530717959,6.74,1.922,1.9113,-0.2017,Car,1.8357,4.2926,
49,1.6016,49781,618156.54,5806289.4,3.14828530717959,6.74,1.9393,1.9276,-0.2124,Car,1.8357,4.2926,
50,1.634967,49781,618156.32,5806289.42,3.13948530717959,6.73,1.9527,1.9405,-0.2184,Car,1.8357,4.2926,
51,1.668333,49781,618156.09,5806289.43,3.13068530717959,6.72,1.9628,1.9506,-0.2187,Car,1.8357,4.2926,
52,1.7017,49781,618155.87,5806289.45,3.12168530717959,6.72,1.9702,1.9572,-0.226,Car,1.8357,4.2926,
53,1.735067,49781,618155.64,5806289.47,3.11258530717959,6.71,1.975,1.9602,-0.2412,Car,1.8357,4.2926,
54,1.768433,49781,618155.42,5806289.49,3.10328530717959,6.7,1.9772,1.9599,-0.2605,Car,1.8357,4.2926,
55,1.8018,49781,618155.19,5806289.51,3.09398530717959,6.69,1.9768,1.9564,-0.2833,Car,1.8357,4.2926,
56,1.835167,49781,618154.97,5806289.54,3.08448530717959,6.68,1.9716,1.9493,-0.2959,Car,1.8357,4.2926,
57,1.868533,49781,618154.75,5806289.57,3.07488530717959,6.67,1.963,1.939,-0.3059,Car,1.8357,4.2926,
58,1.9019,49781,618154.53,5806289.6,3.06528530717959,6.66,1.9528,1.9252,-0.3276,Car,1.8357,4.2926,
59,1.935267,49781,618154.32,5806289.63,3.05548530717959,6.65,1.9404,1.908,-0.353,Car,1.8357,4.2926,
60,1.968633,49781,618154.1,5806289.67,3.04548530717959,6.64,1.9255,1.8872,-0.3822,Car,1.8357,4.2926,
61,2.002,49781,618153.88,5806289.7,3.03528530717959,6.62,1.9059,1.8632,-0.4011,Car,1.8357,4.2926,
62,2.035367,49781,618153.67,5806289.75,3.02508530717959,6.61,1.8824,1.8355,-0.4174,Car,1.8357,4.2926,
63,2.068733,49781,618153.45,5806289.79,3.01468530717959,6.6,1.8587,1.8046,-0.4453,Car,1.8357,4.2926,
64,2.1021,49781,618153.24,5806289.83,3.00428530717959,6.58,1.8332,1.7701,-0.477,Car,1.8357,4.2926,
65,2.135467,49781,618153.03,5806289.88,2.99388530717959,6.56,1.8063,1.7321,-0.5124,Car,1.8357,4.2926,
66,2.168833,49781,618152.81,5806289.93,2.98358530717959,6.55,1.7741,1.6907,-0.5375,Car,1.8357,4.2926,
67,2.2022,49781,618152.6,5806289.98,2.97328530717959,6.53,1.7387,1.646,-0.5601,Car,1.8357,4.2926,
68,2.235567,49781,618152.39,5806290.03,2.96318530717959,6.51,1.705,1.5981,-0.5942,Car,1.8357,4.2926,
69,2.268933,49781,618152.18,5806290.09,2.95318530717959,6.49,1.6709,1.5467,-0.6321,Car,1.8357,4.2926,
70,2.3023,49781,618151.96,5806290.14,2.94348530717959,6.47,1.6375,1.4924,-0.6739,Car,1.8357,4.2926,
71,2.335667,49781,618151.75,5806290.2,2.93398530717959,6.44,1.5969,1.4293,-0.7121,Car,1.8357,4.2926,
72,2.369033,49781,618151.54,5806290.26,2.92478530717959,6.42,1.5445,1.372,-0.7093,Car,1.8357,4.2926,
73,2.4024,49781,618151.34,5806290.32,2.91588530717959,6.4,1.5036,1.3085,-0.7406,Car,1.8357,4.2926,
74,2.435767,49781,618151.13,5806290.38,2.90718530717959,6.37,1.4694,1.2419,-0.7854,Car,1.8357,4.2926,
75,2.469133,49781,618150.92,5806290.45,2.89888530717959,6.34,1.444,1.1717,-0.8438,Car,1.8357,4.2926,
76,2.5025,49781,618150.72,5806290.51,2.89078530717959,6.31,1.4289,1.0986,-0.9137,Car,1.8357,4.2926,
77,2.535867,49781,618150.51,5806290.58,2.88308530717959,6.28,1.4148,1.0238,-0.9764,Car,1.8357,4.2926,
78,2.569233,49781,618150.31,5806290.64,2.87578530717959,6.25,1.3993,0.9492,-1.0282,Car,1.8357,4.2926,
79,2.6026,49781,618150.11,5806290.71,2.86868530717959,6.21,1.3901,0.8756,-1.0797,Car,1.8357,4.2926,
80,2.635967,49781,618149.91,5806290.78,2.86208530717959,6.18,1.387,0.803,-1.1309,Car,1.8357,4.2926,
81,2.669333,49781,618149.71,5806290.85,2.85568530717959,6.14,1.3995,0.7314,-1.1932,Car,1.8357,4.2926,
82,2.7027,49781,618149.52,5806290.91,2.84978530717959,6.1,1.427,0.6604,-1.265,Car,1.8357,4.2926,
83,2.736067,49781,618149.32,5806290.98,2.84418530717959,6.05,1.4502,0.5907,-1.3244,Car,1.8357,4.2926,
84,2.769433,49781,618149.13,5806291.05,2.83888530717959,6.01,1.4631,0.5223,-1.3667,Car,1.8357,4.2926,
85,2.8028,49781,618148.94,5806291.12,2.83408530717959,5.96,1.4644,0.455,-1.3919,Car,1.8357,4.2926,
